code,name,theme,source,freq,lastupdate,status
ADH_P_SUPER_BRA,Ocupados com superior completo - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_SUPER_HOM,Ocupados com superior completo - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_SUPER_MUL,Ocupados com superior completo - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_SUPER_NEG,Ocupados com superior completo - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_SUPER_RUR,Ocupados com superior completo - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_SUPER_URB,Ocupados com superior completo - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_P_TRABCC,Ocupados de 18 anos ou mais que são empregados com carteira (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_BRA,Ocupados de 18 anos ou mais que são empregados com carteira - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_HOM,Ocupados de 18 anos ou mais que são empregados com carteira - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_MUL,Ocupados de 18 anos ou mais que são empregados com carteira - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_NEG,Ocupados de 18 anos ou mais que são empregados com carteira - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_RUR,Ocupados de 18 anos ou mais que são empregados com carteira - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABCC_URB,Ocupados de 18 anos ou mais que são empregados com carteira - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB,Ocupados de 18 anos ou mais que são trabalhadores do setor público (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_BRA,Ocupados de 18 anos ou mais que são trabalhadores do setor público - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_HOM,Ocupados de 18 anos ou mais que são trabalhadores do setor público - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_MUL,Ocupados de 18 anos ou mais que são trabalhadores do setor público - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_NEG,Ocupados de 18 anos ou mais que são trabalhadores do setor público - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_RUR,Ocupados de 18 anos ou mais que são trabalhadores do setor público - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABPUB_URB,Ocupados de 18 anos ou mais que são trabalhadores do setor público - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC,Ocupados de 18 anos ou mais que são empregados sem carteira (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_BRA,Ocupados de 18 anos ou mais que são empregados sem carteira - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_HOM,Ocupados de 18 anos ou mais que são empregados sem carteira - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_MUL,Ocupados de 18 anos ou mais que são empregados sem carteira - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_NEG,Ocupados de 18 anos ou mais que são empregados sem carteira - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_RUR,Ocupados de 18 anos ou mais que são empregados sem carteira - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRABSC_URB,Ocupados de 18 anos ou mais que são empregados sem carteira - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF,Ocupados na indústria de transformação (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_BRA,Ocupados na indústria de transformação - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_HOM,Ocupados na indústria de transformação - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_MUL,Ocupados na indústria de transformação - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_NEG,Ocupados na indústria de transformação - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_RUR,Ocupados na indústria de transformação - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_P_TRANSF_URB,Ocupados na indústria de transformação - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_R1040,Razão 10% mais ricos / 40% mais pobres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_BRA,Razão 10% mais ricos / 40% mais pobres - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_HOM,Razão 10% mais ricos / 40% mais pobres - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_MUL,Razão 10% mais ricos / 40% mais pobres - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_NEG,Razão 10% mais ricos / 40% mais pobres - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_RUR,Razão 10% mais ricos / 40% mais pobres - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_R1040_URB,Razão 10% mais ricos / 40% mais pobres - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RAZDEP,Razão de Dependência (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-02-02,
ADH_RAZDEP_BRA,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RAZDEP_HOM,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RAZDEP_MUL,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RAZDEP_NEG,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RAZDEP_RUR,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RAZDEP_URB,População de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_RDPC,Renda per capita média (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1,Renda domiciliar per capita média do quinto mais pobre (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10,Renda domiciliar per capita média do décimo mais rico (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_BRA,Renda domiciliar per capita média do décimo mais rico - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_HOM,Renda domiciliar per capita média do décimo mais rico - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_MUL,Renda domiciliar per capita média do décimo mais rico - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_NEG,Renda domiciliar per capita média do décimo mais rico - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_RUR,Renda domiciliar per capita média do décimo mais rico - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC10_URB,Renda domiciliar per capita média do décimo mais rico - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_BRA,Renda domiciliar per capita média do quinto mais pobre - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_HOM,Renda domiciliar per capita média do quinto mais pobre - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_MUL,Renda domiciliar per capita média do quinto mais pobre - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_NEG,Renda domiciliar per capita média do quinto mais pobre - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_RUR,Renda domiciliar per capita média do quinto mais pobre - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC1_URB,Renda domiciliar per capita média do quinto mais pobre - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2,Renda domiciliar per capita  média do 2º quinto mais pobre (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_BRA,Renda domiciliar per capita  média do 2º quinto mais pobre - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_HOM,Renda domiciliar per capita  média do 2º quinto mais pobre - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_MUL,Renda domiciliar per capita  média do 2º quinto mais pobre - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_NEG,Renda domiciliar per capita  média do 2º quinto mais pobre - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_RUR,Renda domiciliar per capita  média do 2º quinto mais pobre - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC2_URB,Renda domiciliar per capita  média do 2º quinto mais pobre - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3,Renda domiciliar per capita  média do 3º quinto mais pobre (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_BRA,Renda domiciliar per capita  média do 3º quinto mais pobre - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_HOM,Renda domiciliar per capita  média do 3º quinto mais pobre - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_MUL,Renda domiciliar per capita  média do 3º quinto mais pobre - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_NEG,Renda domiciliar per capita  média do 3º quinto mais pobre - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_RUR,Renda domiciliar per capita  média do 3º quinto mais pobre - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC3_URB,Renda domiciliar per capita  média do 3º quinto mais pobre - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4,Renda domiciliar per capita  média do 4º quinto mais pobre (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_BRA,Renda domiciliar per capita  média do 4º quinto mais pobre - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_HOM,Renda domiciliar per capita  média do 4º quinto mais pobre - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_MUL,Renda domiciliar per capita  média do 4º quinto mais pobre - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_NEG,Renda domiciliar per capita  média do 4º quinto mais pobre - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_RUR,Renda domiciliar per capita  média do 4º quinto mais pobre - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC4_URB,Renda domiciliar per capita  média do 4º quinto mais pobre - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5,Renda domiciliar per capita média do quinto mais rico (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_BRA,Renda domiciliar per capita média do quinto mais rico - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_HOM,Renda domiciliar per capita média do quinto mais rico - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_MUL,Renda domiciliar per capita média do quinto mais rico - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_NEG,Renda domiciliar per capita média do quinto mais rico - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_RUR,Renda domiciliar per capita média do quinto mais rico - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC5_URB,Renda domiciliar per capita média do quinto mais rico - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_BRA,Renda per capita média - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_HOM,Renda per capita média - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_MUL,Renda per capita média - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_NEG,Renda per capita média - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_RUR,Renda per capita média - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RDPC_URB,Renda per capita média - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_RENOCUP,Rendimento médio dos ocupados (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_BRA,Rendimento médio dos ocupados - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_HOM,Rendimento médio dos ocupados - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_MUL,Rendimento médio dos ocupados - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_NEG,Rendimento médio dos ocupados - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_RUR,Rendimento médio dos ocupados - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_RENOCUP_URB,Rendimento médio dos ocupados - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_SOBRE40,Probabilidade de sobrevivência até 40 anos (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_BRA,Probabilidade de sobrevivência até 40 anos - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_HOM,Probabilidade de sobrevivência até 40 anos - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_MUL,Probabilidade de sobrevivência até 40 anos - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_NEG,Probabilidade de sobrevivência até 40 anos - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_RUR,Probabilidade de sobrevivência até 40 anos - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE40_URB,Probabilidade de sobrevivência até 40 anos - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60,Probabilidade de sobrevivência até 60 anos (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_BRA,Probabilidade de sobrevivência até 60 anos - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_HOM,Probabilidade de sobrevivência até 60 anos - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_MUL,Probabilidade de sobrevivência até 60 anos - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_NEG,Probabilidade de sobrevivência até 60 anos - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_RUR,Probabilidade de sobrevivência até 60 anos - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_SOBRE60_URB,Probabilidade de sobrevivência até 60 anos - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_THEIL,Índice de Theil-L (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_BRA,Índice de Theil - L - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_HOM,Índice de Theil - L - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_MUL,Índice de Theil - L - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_NEG,Índice de Theil - L - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_RUR,Índice de Theil - L - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_THEIL_URB,Índice de Theil - L - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2022-09-30,
ADH_T_AGUA,População que vive em domicílios com água encanada (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_BRA,População que vive em domicílios com água encanada - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_BRA,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_HOM,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_MUL,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_NEG,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_RUR,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_ESGOTO_URB,Pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_HOM,População que vive em domicílios com água encanada - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_MUL,População que vive em domicílios com água encanada - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_NEG,População que vive em domicílios com água encanada - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_RUR,População que vive em domicílios com água encanada - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_AGUA_URB,População que vive em domicílios com água encanada - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ANALF15M,Taxa de analfabetismo - pessoas com 15 anos ou mais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-09-03,
ADH_T_ANALF15M_BRA,Taxa de analfabetismo - pessoas com 15 anos ou mais - brancos (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-09-03,
ADH_T_ANALF15M_HOM,Taxa de analfabetismo - pessoas com 15 anos ou mais - homem (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-09-03,
ADH_T_ANALF15M_MUL,Taxa de analfabetismo - pessoas com 15 anos ou mais - mulher (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-09-03,
ADH_T_ANALF15M_NEG,Taxa de analfabetismo - pessoas com 15 anos ou mais - pretos (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2024-09-03,
ADH_T_ANALF15M_RUR,Taxa de analfabetismo - pessoas com 15 anos ou mais - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_T_ANALF15M_URB,Taxa de analfabetismo - pessoas com 15 anos ou mais - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-07,
ADH_T_ATIV1014,Taxa de atividade das pessoas de 10 a 14 anos de idade (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_BRA,Taxa de atividade das pessoas de 10 a 14 anos de idade - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_HOM,Taxa de atividade das pessoas de 10 a 14 anos de idade - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_MUL,Taxa de atividade das pessoas de 10 a 14 anos de idade - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_NEG,Taxa de atividade das pessoas de 10 a 14 anos de idade - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_RUR,Taxa de atividade das pessoas de 10 a 14 anos de idade - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1014_URB,Taxa de atividade das pessoas de 10 a 14 anos de idade - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517,Taxa de atividade das pessoas de 15 a 17 anos de idade (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_BRA,Taxa de atividade das pessoas de 15 a 17 anos de idade - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_HOM,Taxa de atividade das pessoas de 15 a 17 anos de idade - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_MUL,Taxa de atividade das pessoas de 15 a 17 anos de idade - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_NEG,Taxa de atividade das pessoas de 15 a 17 anos de idade - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_RUR,Taxa de atividade das pessoas de 15 a 17 anos de idade - áreas rurais (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV1517_URB,Taxa de atividade das pessoas de 15 a 17 anos de idade - áreas urbanas (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV18M,Taxa de atividade das pessoas de 18 anos ou mais de idade (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV18M_BRA,Taxa de atividade das pessoas de 18 anos ou mais de idade - cor branca (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV18M_HOM,Taxa de atividade das pessoas de 18 anos ou mais de idade - homens (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV18M_MUL,Taxa de atividade das pessoas de 18 anos ou mais de idade - mulheres (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
ADH_T_ATIV18M_NEG,Taxa de atividade das pessoas de 18 anos ou mais de idade - cor negra (Atlas DH - Censo),Social,IPEA/ADH Censo IBGE,Decennial,2023-03-08,
